Name,City,job,Salary,Time,Shift,Age,Gender,Rank,,,,
ramdhin gujair,Batala,Delivery,200,16:00,Afternoon(12:01-16:00),slotC,Male,285,,,,
rohit,Batala,ProductsSampling,250,20:00,Night(19:01:22:00),slotA,Male,286,,,,
krishan kumar,Mohali,Plumbing,250,19:00,Evening(16:01-19:00),slotC,Male,287,,,,
pramod,Pathankot,Painter,450,19:30,Night(19:01:22:00),slotC,Female,288,,,,
hadarali s/o abdul quam,Kapurthala,Welding,350,13:30,Afternoon(12:01-16:00),slotB,Male,289,,,,
laxman,Malerkotla,Plumbing,400,21:00,Night(19:01:22:00),slotC,Male,290,,,,
shivani,Phagwara,Packing,250,21:00,Night(19:01:22:00),slotB,Male,291,,,,
zakir hussain,Bathinda,ProductsSampling,400,19:30,Night(19:01:22:00),slotB,Female,292,,,,
ruksana bano with her son or daughter,Kapurthala,Tuitions,350,20:30,Night(19:01:22:00),slotB,Female,293,,,,
rohit,Rajpura,CarWashing,250,12:30,Afternoon(12:01-16:00),slotB,Male,294,,,,
rekhai,Kapurthala,Packing,400,17:30,Evening(16:01-19:00),slotB,Male,295,,,,
shabuddin shah,Bathinda,Labour,200,17:30,Evening(16:01-19:00),slotB,Male,296,,,,
ajay,Hoshiarpur,Carpentering,250,13:00,Afternoon(12:01-16:00),slotB,Male,297,,,,
manoj kumar,Bathinda,Helper,300,10:30,Morning(8:00-12:00),slotB,Male,298,,,,
roshni,Bathinda,CarWashing,250,16:00,Afternoon(12:01-16:00),slotB,Male,299,,,,
sharat chandran,Amritsar,Delivery,250,16:30,Evening(16:01-19:00),slotB,Female,300,,,,
deepak,Firozpur,Labour,150,11:30,Morning(8:00-12:00),slotB,Male,301,,,,
birju,Barnala,Sweeping,150,17:00,Evening(16:01-19:00),slotB,Male,302,,,,
sushil,Mohali,Helper,250,13:00,Afternoon(12:01-16:00),slotC,Male,303,,,,
kamni,Firozpur,Electrician,150,14:00,Afternoon(12:01-16:00),slotA,Male,304,,,,
saurabh,Bathinda,BrochureDistribution,250,18:30,Evening(16:01-19:00),slotA,Male,305,,,,
bilal malik,Bathinda,Electrician,200,14:30,Afternoon(12:01-16:00),slotB,Male,306,,,,
jitender,Amritsar,Carpentering,450,16:30,Evening(16:01-19:00),slotB,Male,307,,,,
samir mishra,Kapurthala,Salesperson,450,08:00,Morning(8:00-12:00),slotC,Female,308,,,,
chran singh,Mohali,ProductsSampling,250,09:00,Morning(8:00-12:00),slotB,Male,309,,,,
jeenat,Kapurthala,Salesperson,400,16:00,Afternoon(12:01-16:00),slotA,Male,310,,,,
guruvachan singh,Patiala,Welding,450,11:30,Morning(8:00-12:00),slotB,Male,311,,,,
raju,Phagwara,Carpentering,300,12:00,Morning(8:00-12:00),slotA,Male,312,,,,
shri kant,Patiala,Carpentering,200,12:00,Morning(8:00-12:00),slotB,Male,313,,,,
swati,Firozpur,Delivery,300,09:00,Morning(8:00-12:00),slotB,Female,314,,,,
bhupender kumar,Batala,Salesperson,150,11:00,Morning(8:00-12:00),slotC,Male,315,,,,
dipendra kumar,Ludhiana,ProductsSampling,450,19:00,Evening(16:01-19:00),slotA,Male,316,,,,
poonam,Mohali,Promotions,150,12:30,Afternoon(12:01-16:00),slotA,Male,317,,,,
parwati,Khanna,BrochureDistribution,450,20:30,Night(19:01:22:00),slotB,Male,318,,,,
sheetal,Batala,ProductsSampling,150,17:30,Evening(16:01-19:00),slotC,Male,319,,,,
aanamika misra,Jalandhar,CarWashing,400,19:00,Evening(16:01-19:00),slotC,Male,320,,,,
rajkumar,Jalandhar,Promotions,200,08:30,Morning(8:00-12:00),slotC,Male,321,,,,
rubbi,Ludhiana,Tuitions,300,11:00,Morning(8:00-12:00),slotA,Female,322,,,,
harsh,Patiala,Helper,400,19:30,Night(19:01:22:00),slotA,Male,323,,,,
yogesh,Moga,Delivery,450,16:00,Afternoon(12:01-16:00),slotA,Female,324,,,,
sanjeev panday,Moga,Helper,150,20:00,Night(19:01:22:00),slotC,Female,325,,,,
sanjeev sharma,Jalandhar,ProductsSampling,450,10:30,Morning(8:00-12:00),slotA,Male,326,,,,
anwar,Phagwara,Labour,400,19:30,Night(19:01:22:00),slotC,Male,327,,,,
arman,Faridkot,Sweeping,350,17:30,Evening(16:01-19:00),slotB,Male,328,,,,
deepak,Moga,Electrician,200,16:30,Evening(16:01-19:00),slotA,Male,329,,,,
mohd miraj ansari,Patiala,ProductsSampling,250,08:00,Morning(8:00-12:00),slotA,Male,330,,,,
vikas,Firozpur,BrochureDistribution,500,13:00,Afternoon(12:01-16:00),slotC,Female,331,,,,
archana,Kapurthala,Tuitions,350,21:00,Night(19:01:22:00),slotA,Male,332,,,,
alam aara,Jalandhar,Packing,300,16:00,Afternoon(12:01-16:00),slotB,Female,333,,,,
naresh,Jalandhar,Labour,350,09:00,Morning(8:00-12:00),slotB,Male,334,,,,
jamrujaha,Sunam,Salesperson,300,12:00,Morning(8:00-12:00),slotA,Female,335,,,,
narender singh,Firozpur,Electrician,450,17:30,Evening(16:01-19:00),slotA,Male,336,,,,
abbas mehndi,Pathankot,Painter,450,09:30,Morning(8:00-12:00),slotC,Male,337,,,,
rani,Moga,Delivery,450,15:00,Afternoon(12:01-16:00),slotB,Female,338,,,,
dhruv kumar,Faridkot,Welding,400,10:00,Morning(8:00-12:00),slotC,Male,339,,,,
ayub khan,Rajpura,Sweeping,250,10:00,Morning(8:00-12:00),slotB,Male,340,,,,
madam sahnaj,Amritsar,BrandingOfProducts,300,11:30,Morning(8:00-12:00),slotB,Female,341,,,,
momin,Faridkot,BrochureDistribution,250,19:00,Evening(16:01-19:00),slotA,Female,342,,,,
rinki,Amritsar,BrochureDistribution,450,18:30,Evening(16:01-19:00),slotA,Female,343,,,,
satyam,Abohar,BrochureDistribution,450,19:30,Night(19:01:22:00),slotA,Female,344,,,,
nandu,Pathankot,Carpentering,200,17:30,Evening(16:01-19:00),slotB,Male,345,,,,
rajesh,Sunam,Salesperson,150,17:00,Evening(16:01-19:00),slotA,Female,346,,,,
shahid,Jalandhar,BrochureDistribution,350,15:30,Afternoon(12:01-16:00),slotC,Female,347,,,,
sangeeta,Barnala,Labour,250,19:30,Night(19:01:22:00),slotA,Male,348,,,,
sangeeta,Muktsar,Welding,250,09:30,Morning(8:00-12:00),slotC,Male,349,,,,
mr. mohan lal keer,Phagwara,Tuitions,250,20:30,Night(19:01:22:00),slotB,Female,350,,,,
vivek,Khanna,Salesperson,200,13:00,Afternoon(12:01-16:00),slotB,Male,351,,,,
sabeer,Patiala,ProductsSampling,200,14:00,Afternoon(12:01-16:00),slotA,Female,352,,,,
nabav shekh,Abohar,Painter,250,15:00,Afternoon(12:01-16:00),slotB,Male,353,,,,
aman,Patiala,CarWashing,450,19:00,Evening(16:01-19:00),slotB,Female,354,,,,
harneet kaur,Moga,Welding,300,16:00,Afternoon(12:01-16:00),slotC,Male,355,,,,
bal kishan @ sonu,Muktsar,Carpentering,150,08:30,Morning(8:00-12:00),slotB,Male,356,,,,
rahul sharma,Faridkot,Welding,250,19:30,Night(19:01:22:00),slotB,Male,357,,,,
mamchand,Abohar,Salesperson,350,19:00,Evening(16:01-19:00),slotC,Male,358,,,,
sourabh,Moga,BrochureDistribution,250,16:00,Afternoon(12:01-16:00),slotB,Female,359,,,,
vipendra singh s/o mahendra singh,Patiala,CarWashing,150,16:00,Afternoon(12:01-16:00),slotA,Female,360,,,,
suresh kumar,Firozpur,Sweeping,250,17:00,Evening(16:01-19:00),slotB,Female,361,,,,
shishram,Patiala,Tuitions,250,21:00,Night(19:01:22:00),slotA,Female,362,,,,
himanshi,Patiala,Helper,300,13:30,Afternoon(12:01-16:00),slotB,Male,363,,,,
komal,Patiala,CarWashing,200,09:00,Morning(8:00-12:00),slotB,Female,364,,,,
mohmmd shahid,Batala,Plumbing,250,11:30,Morning(8:00-12:00),slotB,Male,365,,,,
rahul,Hoshiarpur,Packing,500,12:30,Afternoon(12:01-16:00),slotB,Female,366,,,,
bhatri,Khanna,Plumbing,250,18:00,Evening(16:01-19:00),slotC,Male,367,,,,
dipu sharma,Jalandhar,Promotions,450,11:00,Morning(8:00-12:00),slotA,Female,368,,,,
rajpal,Hoshiarpur,Welding,400,18:30,Evening(16:01-19:00),slotA,Male,369,,,,
suminder,Phagwara,Helper,450,15:30,Afternoon(12:01-16:00),slotB,Male,370,,,,
anita bai,Pathankot,BrochureDistribution,150,17:30,Evening(16:01-19:00),slotA,Male,371,,,,
bittu,Abohar,Salesperson,250,19:30,Night(19:01:22:00),slotC,Female,372,,,,
kureja,Faridkot,Tuitions,400,18:30,Evening(16:01-19:00),slotC,Male,373,,,,
mohd. shahdab,Bathinda,Salesperson,250,15:30,Afternoon(12:01-16:00),slotB,Male,374,,,,
manju devi,Firozpur,ProductsSampling,250,15:30,Afternoon(12:01-16:00),slotB,Female,375,,,,
dhramender,Batala,Electrician,200,11:30,Morning(8:00-12:00),slotC,Male,376,,,,
amit,Khanna,Packing,250,15:00,Afternoon(12:01-16:00),slotC,Male,377,,,,
sukhbir kaur,Patiala,Electrician,250,08:00,Morning(8:00-12:00),slotA,Male,378,,,,
imran,Phagwara,Packing,400,20:30,Night(19:01:22:00),slotC,Female,379,,,,
sonu,Mohali,Packing,300,10:00,Morning(8:00-12:00),slotB,Male,380,,,,
damanjeet singh,Sunam,Painter,300,09:00,Morning(8:00-12:00),slotB,Female,381,,,,
hazari,Pathankot,CarWashing,200,10:30,Morning(8:00-12:00),slotC,Male,382,,,,
irsad khan,Ludhiana,ProductsSampling,400,09:30,Morning(8:00-12:00),slotB,Male,383,,,,
sany@aman,Pathankot,Sweeping,300,17:00,Evening(16:01-19:00),slotC,Male,384,,,,
jai ram tiwari,Hoshiarpur,Packing,250,21:00,Night(19:01:22:00),slotC,Male,385,,,,
shubham yadav,Kapurthala,Delivery,450,15:00,Afternoon(12:01-16:00),slotC,Female,386,,,,
tamsa,Jalandhar,Tuitions,250,15:30,Afternoon(12:01-16:00),slotB,Female,387,,,,
bhushan sahay,Malerkotla,Delivery,350,15:30,Afternoon(12:01-16:00),slotC,Male,388,,,,
jeeya lal,Muktsar,Electrician,250,09:30,Morning(8:00-12:00),slotB,Male,389,,,,
jagat singh,Faridkot,Promotions,300,15:00,Afternoon(12:01-16:00),slotC,Male,390,,,,
boby kumar yadav,Abohar,Delivery,350,18:30,Evening(16:01-19:00),slotC,Male,391,,,,
rakesh kumar,Muktsar,Tuitions,450,13:00,Afternoon(12:01-16:00),slotA,Male,392,,,,
babu lal,Abohar,Labour,350,14:00,Afternoon(12:01-16:00),slotA,Male,393,,,,
krishana,Jalandhar,Welding,300,10:30,Morning(8:00-12:00),slotC,Male,394,,,,
amkit,Moga,Painter,400,17:00,Evening(16:01-19:00),slotC,Male,395,,,,
tahir,Faridkot,Electrician,300,10:00,Morning(8:00-12:00),slotB,Male,396,,,,
bindiya,Jalandhar,Delivery,350,11:30,Morning(8:00-12:00),slotB,Female,397,,,,
jaya saini,Faridkot,BrochureDistribution,150,18:00,Evening(16:01-19:00),slotC,Male,398,,,,
raman @ rancho,Patiala,Welding,300,12:00,Morning(8:00-12:00),slotC,Male,399,,,,
ramsurat,Jalandhar,Plumbing,200,20:00,Night(19:01:22:00),slotC,Male,400,,,,
sahar bano,Khanna,BrochureDistribution,400,16:30,Evening(16:01-19:00),slotA,Male,401,,,,
hariom,Sunam,Sweeping,300,20:00,Night(19:01:22:00),slotC,Male,402,,,,
rajan,Muktsar,Welding,350,16:30,Evening(16:01-19:00),slotC,Male,403,,,,
kishan lal,Patiala,Helper,300,12:00,Morning(8:00-12:00),slotB,Female,404,,,,
pulkit,Barnala,Sweeping,400,13:00,Afternoon(12:01-16:00),slotA,Male,405,,,,
kusum,Khanna,CarWashing,450,10:00,Morning(8:00-12:00),slotC,Male,406,,,,
mohd nihal,Malerkotla,Plumbing,400,20:30,Night(19:01:22:00),slotB,Male,407,,,,
kanta prasad,Patiala,Tuitions,400,08:00,Morning(8:00-12:00),slotA,Male,408,,,,
akash malik,Khanna,BrandingOfProducts,150,21:30,Night(19:01:22:00),slotA,Male,409,,,,
rajpal,Khanna,Carpentering,200,18:30,Evening(16:01-19:00),slotC,Male,410,,,,
bansilal,Bathinda,Plumbing,250,10:30,Morning(8:00-12:00),slotC,Male,411,,,,
sameer,Jalandhar,Painter,250,12:00,Morning(8:00-12:00),slotA,Male,412,,,,
gulshad,Batala,Delivery,350,19:30,Night(19:01:22:00),slotC,Male,413,,,,
manisha,Sunam,Helper,350,13:30,Afternoon(12:01-16:00),slotC,Male,414,,,,
tarif,Phagwara,CarWashing,300,11:30,Morning(8:00-12:00),slotB,Female,415,,,,
vicky,Ludhiana,Sweeping,250,19:30,Night(19:01:22:00),slotC,Female,416,,,,
rajesh,Firozpur,Salesperson,250,12:30,Afternoon(12:01-16:00),slotB,Female,417,,,,
raj rani,Amritsar,Packing,350,17:30,Evening(16:01-19:00),slotC,Female,418,,,,
mohammad ali imam,Khanna,Electrician,300,08:30,Morning(8:00-12:00),slotB,Male,419,,,,
himani,Mohali,Labour,450,14:30,Afternoon(12:01-16:00),slotB,Male,420,,,,
aman,Sunam,ProductsSampling,150,16:00,Afternoon(12:01-16:00),slotA,Male,421,,,,
vashudev,Phagwara,Tuitions,200,15:30,Afternoon(12:01-16:00),slotA,Male,422,,,,
rizwan,Mohali,ProductsSampling,350,21:00,Night(19:01:22:00),slotB,Female,423,,,,
matadeen,Barnala,BrochureDistribution,450,20:00,Night(19:01:22:00),slotB,Female,424,,,,
ram parkash teneja,Patiala,Promotions,250,15:30,Afternoon(12:01-16:00),slotB,Male,425,,,,
heena,Abohar,Welding,250,11:30,Morning(8:00-12:00),slotA,Male,426,,,,
chanden,Abohar,Labour,300,20:00,Night(19:01:22:00),slotB,Male,427,,,,
deepchand,Patiala,Carpentering,350,17:30,Evening(16:01-19:00),slotA,Male,428,,,,
vikash,Malerkotla,Promotions,400,16:30,Evening(16:01-19:00),slotC,Female,429,,,,
shajiya,Amritsar,Labour,200,19:00,Evening(16:01-19:00),slotA,Male,430,,,,
raja,Muktsar,Plumbing,350,21:00,Night(19:01:22:00),slotB,Male,431,,,,
mohit,Bathinda,Tuitions,350,15:00,Afternoon(12:01-16:00),slotC,Male,432,,,,
radhika,Sunam,Delivery,350,14:30,Afternoon(12:01-16:00),slotA,Male,433,,,,
pallavi,Khanna,ProductsSampling,350,14:00,Afternoon(12:01-16:00),slotC,Female,434,,,,
chumki,Bathinda,Labour,300,15:30,Afternoon(12:01-16:00),slotA,Male,435,,,,
surjeet,Sunam,Welding,200,11:00,Morning(8:00-12:00),slotC,Male,436,,,,
rafiq ahmed,Abohar,Salesperson,300,16:00,Afternoon(12:01-16:00),slotC,Male,437,,,,
kripya minch,Mohali,CarWashing,450,19:30,Night(19:01:22:00),slotA,Male,438,,,,
mohd. shokat,Moga,CarWashing,300,12:00,Morning(8:00-12:00),slotC,Male,439,,,,
ketan,Patiala,Packing,300,18:30,Evening(16:01-19:00),slotA,Female,440,,,,
swati thakur,Phagwara,Helper,300,16:30,Evening(16:01-19:00),slotB,Male,441,,,,
anwari,Malerkotla,CarWashing,300,15:30,Afternoon(12:01-16:00),slotB,Male,442,,,,
rupesh,Amritsar,BrochureDistribution,350,16:00,Afternoon(12:01-16:00),slotC,Male,443,,,,
bilal,Faridkot,Carpentering,350,13:00,Afternoon(12:01-16:00),slotC,Male,444,,,,
rakesh sarkar,Abohar,BrandingOfProducts,400,12:30,Afternoon(12:01-16:00),slotC,Male,445,,,,
saroj,Moga,Packing,250,14:30,Afternoon(12:01-16:00),slotB,Male,446,,,,
suraj singh,Malerkotla,Labour,300,16:00,Afternoon(12:01-16:00),slotA,Male,447,,,,
sanavvar,Abohar,Salesperson,200,08:30,Morning(8:00-12:00),slotA,Male,448,,,,
sanu,Ludhiana,Plumbing,300,20:30,Night(19:01:22:00),slotA,Male,449,,,,
santosh,Barnala,Plumbing,300,19:30,Night(19:01:22:00),slotA,Male,450,,,,
kripal singh,Rajpura,Labour,350,19:30,Night(19:01:22:00),slotC,Male,451,,,,
sandeep kumar,Hoshiarpur,Carpentering,200,16:00,Afternoon(12:01-16:00),slotB,Male,452,,,,
radha,Muktsar,Tuitions,150,17:30,Evening(16:01-19:00),slotA,Male,453,,,,
raj kumar,Batala,Packing,300,19:30,Night(19:01:22:00),slotA,Male,454,,,,
raj kumari,Jalandhar,Salesperson,200,12:00,Morning(8:00-12:00),slotB,Female,455,,,,
ram chander jha,Malerkotla,Electrician,300,09:00,Morning(8:00-12:00),slotA,Male,456,,,,
raja devi,Firozpur,Plumbing,150,21:00,Night(19:01:22:00),slotA,Male,457,,,,
naeem khan,Moga,Promotions,150,18:30,Evening(16:01-19:00),slotB,Male,458,,,,
radha raman,Sunam,Delivery,300,18:30,Evening(16:01-19:00),slotA,Male,459,,,,
raman sharma,Barnala,Helper,400,09:30,Morning(8:00-12:00),slotC,Male,460,,,,
akhil kumar,Kapurthala,Helper,150,12:00,Morning(8:00-12:00),slotA,Male,461,,,,
saneha,Pathankot,Welding,300,11:00,Morning(8:00-12:00),slotA,Male,462,,,,
nitin parkash,Faridkot,Helper,400,13:30,Afternoon(12:01-16:00),slotB,Male,463,,,,
sandeep kumar,Kapurthala,Painter,300,10:30,Morning(8:00-12:00),slotC,Male,464,,,,
raj kumari,Muktsar,Sweeping,200,19:30,Night(19:01:22:00),slotB,Female,465,,,,
deepak,Abohar,Delivery,200,17:30,Evening(16:01-19:00),slotC,Male,466,,,,
sahiba,Jalandhar,Electrician,200,19:00,Evening(16:01-19:00),slotC,Male,467,,,,
rakesh kumar garg,Mohali,Tuitions,300,13:30,Afternoon(12:01-16:00),slotA,Male,468,,,,
irfan @ bhola,Pathankot,Plumbing,200,20:00,Night(19:01:22:00),slotB,Male,469,,,,
shri kant ghore,Rajpura,Salesperson,350,08:30,Morning(8:00-12:00),slotC,Male,470,,,,
kaushar,Khanna,Painter,250,11:30,Morning(8:00-12:00),slotC,Male,471,,,,
sonali,Moga,Salesperson,150,15:00,Afternoon(12:01-16:00),slotB,Male,472,,,,
komal,Jalandhar,Packing,300,13:30,Afternoon(12:01-16:00),slotA,Female,473,,,,
satender,Moga,Tuitions,200,12:00,Morning(8:00-12:00),slotB,Male,474,,,,
durgesh,Pathankot,Salesperson,350,20:00,Night(19:01:22:00),slotA,Male,475,,,,
ashu,Jalandhar,ProductsSampling,200,08:30,Morning(8:00-12:00),slotC,Female,476,,,,
liyakat ali,Patiala,Packing,400,21:30,Night(19:01:22:00),slotA,Male,477,,,,
khalil maziz,Kapurthala,BrochureDistribution,450,15:30,Afternoon(12:01-16:00),slotC,Male,478,,,,
mangat singh,Barnala,Carpentering,150,15:30,Afternoon(12:01-16:00),slotB,Male,479,,,,
nikita senger,Bathinda,Sweeping,400,09:00,Morning(8:00-12:00),slotC,Male,480,,,,
nazmin,Jalandhar,Sweeping,250,17:30,Evening(16:01-19:00),slotA,Female,481,,,,
radha,Sunam,Helper,200,19:30,Night(19:01:22:00),slotB,Female,482,,,,
tekchand,Faridkot,Packing,300,18:30,Evening(16:01-19:00),slotC,Male,483,,,,
bhavesh dass,Khanna,BrandingOfProducts,300,19:00,Evening(16:01-19:00),slotB,Female,484,,,,
mohd shakib,Batala,CarWashing,350,21:30,Night(19:01:22:00),slotA,Male,485,,,,
rakshit ghai,Hoshiarpur,Welding,400,13:00,Afternoon(12:01-16:00),slotC,Male,486,,,,
shish pal,Khanna,CarWashing,300,19:30,Night(19:01:22:00),slotB,Female,487,,,,
deepak kumar mishra,Patiala,Painter,150,17:00,Evening(16:01-19:00),slotA,Male,488,,,,
anshu,Amritsar,Packing,200,10:00,Morning(8:00-12:00),slotA,Male,489,,,,
abhishek,Malerkotla,Plumbing,150,14:30,Afternoon(12:01-16:00),slotC,Male,490,,,,
laxmi narayan,Moga,Delivery,350,12:00,Morning(8:00-12:00),slotB,Male,491,,,,
deep,Hoshiarpur,Painter,300,19:30,Night(19:01:22:00),slotA,Male,492,,,,
rakesh gupta,Mohali,Carpentering,400,09:00,Morning(8:00-12:00),slotA,Male,493,,,,
barjraj,Ludhiana,Labour,150,10:30,Morning(8:00-12:00),slotC,Male,494,,,,
jay dev jha,Jalandhar,Welding,250,15:00,Afternoon(12:01-16:00),slotA,Male,495,,,,
baldev,Barnala,BrandingOfProducts,200,13:30,Afternoon(12:01-16:00),slotA,Male,496,,,,
radheyshyam saini,Hoshiarpur,Labour,150,09:30,Morning(8:00-12:00),slotC,Male,497,,,,
pankaj kumar,Malerkotla,BrandingOfProducts,250,13:30,Afternoon(12:01-16:00),slotC,Male,498,,,,
suresh kumar jain,Khanna,Plumbing,200,15:30,Afternoon(12:01-16:00),slotA,Male,499,,,,
amardeep,Abohar,BrochureDistribution,200,17:00,Evening(16:01-19:00),slotA,Female,500,,,,
surgayan kanwar,Bathinda,Salesperson,300,17:30,Evening(16:01-19:00),slotB,Female,501,,,,
jyoti,Rajpura,Carpentering,150,10:30,Morning(8:00-12:00),slotA,Male,502,,,,
yogesh shukla,Faridkot,BrochureDistribution,250,10:30,Morning(8:00-12:00),slotC,Male,503,,,,
chandesh,Moga,BrochureDistribution,150,20:00,Night(19:01:22:00),slotA,Female,504,,,,
dhanna lal,Malerkotla,Welding,250,15:30,Afternoon(12:01-16:00),slotA,Male,505,,,,
sandeep,Firozpur,Promotions,450,12:00,Morning(8:00-12:00),slotB,Male,506,,,,
geeta devi,Sunam,Welding,250,10:30,Morning(8:00-12:00),slotB,Male,507,,,,
ajay @ ajju,Barnala,Painter,200,13:30,Afternoon(12:01-16:00),slotC,Female,508,,,,
prahlad,Hoshiarpur,Electrician,350,21:30,Night(19:01:22:00),slotA,Male,509,,,,
aman bhatt,Abohar,Welding,150,11:30,Morning(8:00-12:00),slotC,Male,510,,,,
shiva,Pathankot,Plumbing,350,09:30,Morning(8:00-12:00),slotA,Male,511,,,,
anil kumar,Phagwara,Sweeping,400,13:30,Afternoon(12:01-16:00),slotB,Male,512,,,,
sunil,Ludhiana,Helper,300,10:30,Morning(8:00-12:00),slotC,Male,513,,,,
kumari meera,Pathankot,Carpentering,250,17:30,Evening(16:01-19:00),slotA,Male,514,,,,
pinki,Mohali,Sweeping,150,14:00,Afternoon(12:01-16:00),slotC,Male,515,,,,
midda,Kapurthala,Painter,200,14:30,Afternoon(12:01-16:00),slotB,Male,516,,,,
mahipal,Khanna,Labour,400,14:30,Afternoon(12:01-16:00),slotA,Male,517,,,,
sahil tigga,Muktsar,Electrician,350,16:30,Evening(16:01-19:00),slotC,Male,518,,,,
rajan,Firozpur,Painter,400,11:00,Morning(8:00-12:00),slotB,Female,519,,,,
shashi @ kajal,Hoshiarpur,ProductsSampling,250,15:00,Afternoon(12:01-16:00),slotC,Female,520,,,,
pinki,Khanna,Delivery,400,19:30,Night(19:01:22:00),slotA,Male,521,,,,
neelam,Malerkotla,Electrician,200,10:00,Morning(8:00-12:00),slotC,Male,522,,,,
ajay kumar,Malerkotla,BrandingOfProducts,200,11:30,Morning(8:00-12:00),slotC,Male,523,,,,
raghunandan das,Batala,CarWashing,250,14:00,Afternoon(12:01-16:00),slotB,Female,524,,,,
jyoti,Faridkot,Packing,400,18:30,Evening(16:01-19:00),slotB,Male,525,,,,
sanjeev,Barnala,Painter,300,14:00,Afternoon(12:01-16:00),slotB,Male,526,,,,
aditya,Rajpura,Promotions,300,14:00,Afternoon(12:01-16:00),slotA,Male,527,,,,
mustkeem,Patiala,BrochureDistribution,400,11:00,Morning(8:00-12:00),slotA,Male,528,,,,
rajesh,Faridkot,Carpentering,300,19:00,Evening(16:01-19:00),slotA,Male,529,,,,
mohd sajad ali,Mohali,Tuitions,450,14:30,Afternoon(12:01-16:00),slotC,Male,530,,,,
rajesh kumar,Amritsar,Electrician,250,21:00,Night(19:01:22:00),slotC,Male,531,,,,
kanheya,Bathinda,BrandingOfProducts,150,16:00,Afternoon(12:01-16:00),slotA,Male,532,,,,
vikash,Rajpura,Welding,400,08:00,Morning(8:00-12:00),slotB,Male,533,,,,
deepali,Barnala,ProductsSampling,250,20:30,Night(19:01:22:00),slotB,Male,534,,,,
birij kisor,Abohar,Carpentering,250,13:30,Afternoon(12:01-16:00),slotA,Male,535,,,,
nandni,Khanna,Salesperson,450,15:30,Afternoon(12:01-16:00),slotA,Male,536,,,,
rima,Muktsar,Carpentering,400,17:00,Evening(16:01-19:00),slotC,Male,537,,,,
gytri  garg,Moga,Tuitions,250,20:30,Night(19:01:22:00),slotC,Female,538,,,,
pardeep kumar,Phagwara,Plumbing,250,11:30,Morning(8:00-12:00),slotB,Male,539,,,,
seema,Phagwara,Tuitions,250,17:30,Evening(16:01-19:00),slotC,Female,540,,,,
navneet,Jalandhar,CarWashing,450,10:00,Morning(8:00-12:00),slotB,Female,541,,,,
rishi,Jalandhar,CarWashing,350,14:00,Afternoon(12:01-16:00),slotC,Male,542,,,,
rakesh singh,Kapurthala,Delivery,250,17:30,Evening(16:01-19:00),slotA,Male,543,,,,
jitender,Abohar,Promotions,300,20:30,Night(19:01:22:00),slotB,Female,544,,,,
chandan tivari,Patiala,Painter,400,13:00,Afternoon(12:01-16:00),slotC,Male,545,,,,
mohit,Muktsar,Electrician,350,20:30,Night(19:01:22:00),slotA,Male,546,,,,
rattan vail,Patiala,BrandingOfProducts,300,17:00,Evening(16:01-19:00),slotB,Male,547,,,,
sachin verma,Rajpura,CarWashing,450,13:30,Afternoon(12:01-16:00),slotC,Female,548,,,,
priti,Phagwara,ProductsSampling,450,18:30,Evening(16:01-19:00),slotA,Female,549,,,,
asha,Rajpura,Welding,400,08:30,Morning(8:00-12:00),slotB,Male,550,,,,
raziya,Malerkotla,Painter,450,20:30,Night(19:01:22:00),slotC,Male,551,,,,
harsh @ aman,Malerkotla,Welding,350,15:00,Afternoon(12:01-16:00),slotA,Male,552,,,,
harvinder singh sandhu,Firozpur,Labour,400,10:30,Morning(8:00-12:00),slotA,Male,553,,,,
abdul rehman,Barnala,Promotions,350,08:30,Morning(8:00-12:00),slotB,Male,554,,,,
nanak chand,Khanna,Helper,450,19:30,Night(19:01:22:00),slotC,Male,555,,,,
